ville,nom,url,note,prix,lat,lon,city_id
Chateau du Haut Koenigsbourg,Gîtes Strengbach,https://www.booking.com/hotel/fr/strenbach.fr.html,9.7,,48.19419228798212,7.31830349325412,10
Chateau du Haut Koenigsbourg,Les Ailes de Morphée,https://www.booking.com/hotel/fr/les-ailes-de-morphee.fr.html,9.0,,48.3429476,7.303825,10
Chateau du Haut Koenigsbourg,Appartement plain-pied au coeur de l'Alsace,https://www.booking.com/hotel/fr/appartement-plain-pied-au-coeur-de-l-alsace.fr.html,9.3,,48.2645536,7.5333957,10
Chateau du Haut Koenigsbourg,Hotel Elisabeth,https://www.booking.com/hotel/fr/elisabeth.fr.html,8.4,,48.28412545401512,7.302055209875107,10
Chateau du Haut Koenigsbourg,Gîte 2 - Aux Deux Hameaux,https://www.booking.com/hotel/fr/gites-aux-deux-hameaux-2.fr.html,9.2,,48.33605194091797,7.357649803161621,10
Chateau du Haut Koenigsbourg,Gite Bellevue,https://www.booking.com/hotel/fr/gite-bellevue.fr.html,9.2,,48.3629937,7.292412499999955,10
Chateau du Haut Koenigsbourg,Chez Yolande,https://www.booking.com/hotel/fr/haemmerle.fr.html,9.4,,48.35651166497067,7.421663313193108,10
Chateau du Haut Koenigsbourg,Duplex au cœur de l’Alsace,https://www.booking.com/hotel/fr/duplex-au-coeur-de-l-alsace.fr.html,9.3,,48.2645536,7.5333957,10
Chateau du Haut Koenigsbourg,La Cour de Mamama Appartement 4 Climatisé,https://www.booking.com/hotel/fr/la-cour-de-mamama-appartement.fr.html,9.6,,48.18139584164154,7.509469621039329,10
Chateau du Haut Koenigsbourg,Hôtel De La Couronne,https://www.booking.com/hotel/fr/de-la-couronne.fr.html,8.7,,48.166433549972986,7.297828048467636,10
Chateau du Haut Koenigsbourg,Gite-Annie,https://www.booking.com/hotel/fr/gite-annie.fr.html,8.9,,48.1819343,7.31386029999999,10
Chateau du Haut Koenigsbourg,Spacieux duplex 1 à 6 personnes,https://www.booking.com/hotel/fr/spacieux-duplex-1-a-6-personnes.fr.html,9.9,,48.30435,7.502731,10
Chateau du Haut Koenigsbourg,P'tit Biscuit,https://www.booking.com/hotel/fr/p-39-tit-biscuit.fr.html,9.6,,48.1666001,7.2976769,10
Chateau du Haut Koenigsbourg,Le duplex du Ried à Muttersholtz en Alsace proche Europa Park,https://www.booking.com/hotel/fr/le-duplex-du-ried-a-proximite-d-europapark.fr.html,9.4,,48.2653965,7.5321072,10
Chateau du Haut Koenigsbourg,Chambres d'hôtes Ruhlmann,https://www.booking.com/hotel/fr/chambres-d-ha-tesl-ruhlmann.fr.html,8.6,,48.3246529638004,7.426789999008179,10
Chateau du Haut Koenigsbourg,Gite HEINRICH,https://www.booking.com/hotel/fr/gite-heinrich.fr.html,9.2,,48.303463,7.502023,10
Chateau du Haut Koenigsbourg,"Gîtes de la Maison Vigneronne, au Coeur de Ribeauvillé",https://www.booking.com/hotel/fr/gites-de-la-maison-vigneronne.fr.html,9.7,,48.19374739215106,7.320177255294766,10
Chateau du Haut Koenigsbourg,Bien être et détente chez côté campagne et jardin,https://www.booking.com/hotel/fr/bien-etre-et-detente-chez-cote-campagne-et-jardin-ohnenheim.fr.html,9.6,,48.1862494,7.506879,10
Colmar,Colmar Hotel,https://www.booking.com/hotel/fr/colmar.fr.html,9.1,,48.07080073724868,7.346389726389361,11
Colmar,Résidence Pierre & Vacances La Petite Venise,https://www.booking.com/hotel/fr/la-petite-venise.fr.html,8.6,,48.070939860424986,7.3538655640004436,11
Colmar,Appartements centre ville Colmar 4 familles,https://www.booking.com/hotel/fr/appartement-centre-ville-colmar-2-colmar.fr.html,9.6,,48.0761344,7.36387949999994,11
Colmar,Hôtel Maison Turenne,https://www.booking.com/hotel/fr/turenne-colmar.fr.html,8.7,,48.07192026320514,7.360539436340332,11
Colmar,Cozy place in Colmar,https://www.booking.com/hotel/fr/cozy-place-in-colmar.fr.html,9.7,,48.0772482,7.3375627,11
Colmar,Novotel Suites Colmar Centre,https://www.booking.com/hotel/fr/novotel-suites-colmar-centre.fr.html,8.9,,48.07161741558895,7.3599910552253505,11
Colmar,Appartement centre Colmar tout confort,https://www.booking.com/hotel/fr/appartement-centre-colmar-tout-confort.fr.html,9.2,,48.0783461,7.352653,11
Colmar,ibis Colmar Centre,https://www.booking.com/hotel/fr/ibis-colmar-centre.fr.html,8.3,,48.079198,7.363507,11
Colmar,les magnolias,https://www.booking.com/hotel/fr/les-magnolias-colmar.fr.html,8.9,,48.086071,7.367808,11
Colmar,À la petite Venise hyper centre Colmar,https://www.booking.com/hotel/fr/a-la-petite-venise-hyper-centre-colmar.fr.html,8.7,,48.0739967,7.3593907,11
Colmar,ibis Budget Colmar Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-colmar-centre-ville.fr.html,7.2,,48.0796975892052,7.352361588954864,11
Colmar,Cit'Hotel Primo Colmar Centre,https://www.booking.com/hotel/fr/primo-colmar.fr.html,7.0,,48.081514688242486,7.357281222939491,11
Colmar,Les Remparts - Parking,https://www.booking.com/hotel/fr/gite-rue-de-l-est.fr.html,8.9,,48.0776012,7.3645817,11
Colmar,Appartement Duplex 2a Rue d'Alspach,https://www.booking.com/hotel/fr/appartement-duplex-2a-rue-d-39-alspach.fr.html,8.8,,48.0780477,7.3613802,11
Colmar,Le rohan sawadee,https://www.booking.com/hotel/fr/le-rohan-sawadee.fr.html,9.4,,48.077559891985,7.354814738135,11
Colmar,B&B HOTEL Colmar Lumière,https://www.booking.com/hotel/fr/roi-soleil.fr.html,7.9,,48.1124779999594,7.3676687479019165,11
Colmar,Au Coeur de Colmar,https://www.booking.com/hotel/fr/au-coeur-de-colmar-colmar.fr.html,9.5,,48.083072,7.3567299,11
Colmar,COLMAR Appartement 6 personnes parking privé JAB'S HOME 2,https://www.booking.com/hotel/fr/colmar-appartement-6-personnes-parking-prive-jabs-home-2.fr.html,9.3,,48.0845696,7.3557886,11
Colmar,Coco Room Colmar,https://www.booking.com/hotel/fr/coco-room-colmar.fr.html,9.5,,48.0669237,7.3662442,11
Colmar,Appartement cosy à 5mn du Parc des Expositions,https://www.booking.com/hotel/fr/appartement-cosy-a-5mn-du-parc-des-expositions.fr.html,9.4,,48.0905975,7.3594033,11
Colmar,Appartement climatisé avec jardin,https://www.booking.com/hotel/fr/appartement-avec-jardin-a-colmar.fr.html,9.0,,48.08500326569,7.339460030689,11
Colmar,"Hotel L'Europe Colmar, BW Signature Collection",https://www.booking.com/hotel/fr/l-europe.fr.html,8.6,,48.0772062173984,7.403871864080429,11
Colmar,Seppala charmant appartement,https://www.booking.com/hotel/fr/seppala-charmant-appartement.fr.html,8.7,,48.0772883,7.3621985,11
Colmar,Bonjour Colmar,https://www.booking.com/hotel/fr/bonjour-colmar.fr.html,8.6,,48.078802328047,7.357083657043,11
Colmar,Le charme d'Alsace,https://www.booking.com/hotel/fr/le-charme-d-alsace.fr.html,8.9,,48.0836082189982,7.34945535869142,11
Eguisheim,Hotel SPA Restaurant Husseren Collections - Proche Colmar - Eguisheim,https://www.booking.com/hotel/fr/husseren-les-chateaux.fr.html,8.9,,48.0349876742797,7.27613836526871,12
Eguisheim,Résidence Pierre & Vacances Le Clos d'Eguisheim,https://www.booking.com/hotel/fr/residence-pierre-et-vacances-le-clos-d-eguisheim.fr.html,8.1,,48.04502733567647,7.311854660511017,12
Eguisheim,Les chambres du domaine,https://www.booking.com/hotel/fr/les-chambres-du-domaine.fr.html,9.5,,48.0429629,7.3072157,12
Eguisheim,notre maison à Eguisheim,https://www.booking.com/hotel/fr/notre-maison-a-eguisheim.fr.html,8.9,,48.041599,7.306161,12
Eguisheim,Hotel Colmar Vignes Eguisheim,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html,9.2,,48.04327132624498,7.3041218519210815,12
Eguisheim,"The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim",https://www.booking.com/hotel/fr/hostellerie-du-pape.fr.html,8.1,,48.04228862011209,7.309451401233673,12
Eguisheim,Gite Le Petit Malsbach Eguisheim 3 étoiles,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.fr.html,9.4,,48.042240543927,7.312705098669,12
Eguisheim,Auberge des Trois Châteaux,https://www.booking.com/hotel/fr/auberge-des-trois-chac-teaux.fr.html,8.7,,48.04303910084867,7.305807620286941,12
Eguisheim,L'Ecrin du Rempart,https://www.booking.com/hotel/fr/ecrin-du-rempart.fr.html,9.6,,48.0417498,7.3054735,12
Eguisheim,Auberge du Rempart,https://www.booking.com/hotel/fr/auberge-du-rempart.fr.html,8.9,,48.0421578072359,7.30737026134227,12
Eguisheim,Gite St Léon à Eguisheim,https://www.booking.com/hotel/fr/gite-st-leon.fr.html,9.0,,48.0428645,7.3061238,12
Eguisheim,Hôtel L'Auberge Alsacienne,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html,8.7,,48.042238408346414,7.309167757630348,12
Eguisheim,Résidence Vénus,https://www.booking.com/hotel/fr/ra-c-sidence-va-c-nus.fr.html,9.2,,48.04363893959684,7.306063771247864,12
Eguisheim,La petite tuilerie d Eguisheim,https://www.booking.com/hotel/fr/les-tuileries-eguisheim.fr.html,9.3,,48.045572253172,7.31132003373,12
Eguisheim,"Gîte ""Smart'In""",https://www.booking.com/hotel/fr/gite-quot-smart-39-in-quot.fr.html,9.5,,48.0423196834042,7.30585561660234,12
Eguisheim,Fleur de Vigne,https://www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.fr.html,9.9,,48.0461134,7.3051632,12
Eguisheim,"James Vignoble Hôtel, Eguisheim",https://www.booking.com/hotel/fr/james-vignoble-eguisheim.fr.html,8.9,,48.04496277423659,7.30157844722271,12
Eguisheim,L'Hostellerie du Château,https://www.booking.com/hotel/fr/hostellerie-du-chateau-eguisheim.fr.html,9.0,,48.04242042576413,7.306319251656532,12
Eguisheim,Gite à Eguisheim proche de Colmar et Kaysergberg.,https://www.booking.com/hotel/fr/gite-a-eguisheim-proche-de-colmar-et-kaysergberg.fr.html,8.9,,48.0420202,7.3041974,12
Eguisheim,BREDALA**** Gîte maison Alsacienne avec Jardin,https://www.booking.com/hotel/fr/bredala-gite-maison-alsacienne-avec-jardin-eguisheim.fr.html,9.1,,48.04184041677,7.304858935582,12
Eguisheim,Eguisheim village préféré des français grand studio,https://www.booking.com/hotel/fr/studio-eguisheim.fr.html,9.5,,48.0476831,7.31329149999999,12
Eguisheim,Guesthouse Les 3 Chateaux,https://www.booking.com/hotel/fr/guesthouse-les-3-chateaux.fr.html,8.4,,48.0433578,7.3075508,12
Eguisheim,La Grange du Pape - Annexe de l'Hôtel La Ferme du Pape,https://www.booking.com/hotel/fr/ha-tel-restaurant-a-la-ville-de-nancy.fr.html,7.7,,48.04349458442274,7.304390072822571,12
Eguisheim,Gîte Les Bleuets,https://www.booking.com/hotel/fr/gite-les-bleuets-eguisheim.fr.html,9.7,,48.047537,7.3124282,12
Eguisheim,La Maison du Rempart,https://www.booking.com/hotel/fr/la-maison-du-rempart-eguisheim1.fr.html,9.4,,48.041722025197,7.305603704299,12
Besancon,ibis Styles Besançon,https://www.booking.com/hotel/fr/besancon.fr.html,7.8,,47.2542534551454,6.021639704704285,13
Besancon,Premiere Classe Besancon Ecole Valentin,https://www.booking.com/hotel/fr/premiere-classe-besancon-ecole-valentin.fr.html,6.9,,47.27044103591704,5.9982722997665405,13
Besancon,Comfort Aparthotel Besancon La City,https://www.booking.com/hotel/fr/citea-besancon.fr.html,7.8,,47.235682520054645,6.01401150226593,13
Besancon,ibis budget Besançon Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-besanasson-centre-gare.fr.html,7.7,,47.246846407466016,6.023120284080505,13
Besancon,B&B HOTEL Besançon Valentin,https://www.booking.com/hotel/fr/b-amp-b-besancon-valentin.fr.html,8.4,,47.2801612,5.9877459,13
Besancon,ibis budget Besançon Ecole Valentin,https://www.booking.com/hotel/fr/ibis-budget.fr.html,6.2,,47.27788606134679,5.994613766670227,13
Besancon,Domitys L'Art du Temps,https://www.booking.com/hotel/fr/domitys-l-39-art-du-temps.fr.html,8.7,,47.2512189,6.01302829999997,13
Besancon,Hôtel de Paris,https://www.booking.com/hotel/fr/de-paris-besanasson.fr.html,8.6,,47.23856536577556,6.025325059890747,13
Besancon,Cosy Diem Vauban,https://www.booking.com/hotel/fr/cosy-diem-vauban.fr.html,9.0,,47.24097,6.01049,13
Besancon,Les Ronchaux Studio Hyper Centre WiFi,https://www.booking.com/hotel/fr/les-ronchaux-studio-hyper-centre-wifi.fr.html,8.3,,47.2348051,6.0281744,13
Besancon,Temis hôtel Besançon,https://www.booking.com/hotel/fr/all-suites-besancon.fr.html,8.1,,47.25435722578138,5.995480120182037,13
Besancon,Hôtel Restaurant Spa Le Sauvage,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html,8.6,,47.23171766809705,6.027591526508331,13
Besancon,Best Western Citadelle,https://www.booking.com/hotel/fr/bestwesterncitadelle.fr.html,8.1,,47.23154100035795,6.026580333709717,13
Besancon,B&B HOTEL Besançon Chateaufarine,https://www.booking.com/hotel/fr/b-amp-b-besancon.fr.html,7.8,,47.22018010791364,5.955331353967267,13
Besancon,hotelF1 Besancon Ouest Micropolis,https://www.booking.com/hotel/fr/hotelf1-besancon-ouest-micropolis.fr.html,4.4,,47.21853701449286,5.982121987766277,13
Besancon,Hôtel AKENA Besançon,https://www.booking.com/hotel/fr/akena-besancon.fr.html,8.7,,47.23547525170847,5.9000853988113455,13
Besancon,Le Fabre,https://www.booking.com/hotel/fr/le-fabre.fr.html,8.5,,47.2391822,6.0391859,13
Besancon,ibis Besançon Centre la City,https://www.booking.com/hotel/fr/ibis-besancon-la-city.fr.html,7.8,,47.23549140373459,6.0149883853889605,13
Besancon,Chambre d'Hôtes La Villa Molina,https://www.booking.com/hotel/fr/la-villa-molina.fr.html,9.4,,47.25044475006427,6.02088063955307,13
Besancon,Campanile NATURE - Besançon Ouest Chateaufarine,https://www.booking.com/hotel/fr/campanile-besancon-ouest-chateaufarine.fr.html,7.8,,47.21604476681921,5.943496227264404,13
Besancon,Séjour moderne à Besançon,https://www.booking.com/hotel/fr/proudhon-6.fr.html,8.0,,47.2398619,6.0261476,13
Besancon,NOUVEAU - RENOVE - LE PASSAGE - Home-One,https://www.booking.com/hotel/fr/le-passage-besancon.fr.html,7.5,,47.2463571,6.0260183,13
Besancon,Le Montjoux - proche gare,https://www.booking.com/hotel/fr/le-p-tit-montjoux-appart-avec-jardin-proche-gare.fr.html,8.4,,47.2473938,6.0150062,13
Besancon,Appartement lumineux - 6 pers - 3 chambres - Parking gratuit - Tout équipé,https://www.booking.com/hotel/fr/appartement-lumineux-72m2.fr.html,8.2,,47.2518186,6.007446,13
Besancon,Ultra-Central Luxury Duplex,https://www.booking.com/hotel/fr/ultra-central-luxury-duplex.fr.html,9.6,,47.2370322,6.0248761,13
Dijon,Kyriad Hotel Dijon Centre Gare,https://www.booking.com/hotel/fr/kyriad-gare.fr.html,7.4,,47.32279603784554,5.029898285865784,14
Dijon,Mama Shelter Dijon,https://www.booking.com/hotel/fr/mama-shelter-dijon.fr.html,8.6,,47.322315,5.034377,14
Dijon,Holiday Inn Dijon Sud - Longvic by IHG,https://www.booking.com/hotel/fr/holiday-inn-dijon-sud-longvic-an-ihg.fr.html,8.8,,47.272895,5.047662,14
Dijon,ibis budget Dijon Saint Apollinaire,https://www.booking.com/hotel/fr/ibis-budget-dijon-saint-apollinaire.fr.html,7.7,,47.329601,5.077276,14
Dijon,Holiday Inn Dijon Toison D'or by IHG,https://www.booking.com/hotel/fr/holiday-inn-dijon.fr.html,8.2,,47.3557,5.052,14
