hotel_nom,hotel_url,hotel_note,hotel_prix,hotel_lat,hotel_lon,city_id,city,ville_lat,ville_lon,temp_moy,clouds_moy,pop_moy,temp_score,ciel_score,pluie_score,score
"Le Petit Moulin Rouge, B&B, SDB en-suite, parking privé gratuit",https://www.booking.com/hotel/fr/chambre-cosy-king-size-ou-jumeaux-sdb-en-suite-tout-pres-du-mont-saint-beauvoir.fr.html,9.6,,48.5963383,-1.5055117,1,Mont Saint Michel,48.6359541,-1.51146,23.14125,91.375,0.9375,0.16275146009085,0.0614754098360655,0.0,0.0747422899756385
Etoile des Grèves,https://www.booking.com/hotel/fr/etoile-des-greves.fr.html,9.4,,48.615509,-1.491524,1,Mont Saint Michel,48.6359541,-1.51146,23.14125,91.375,0.9375,0.16275146009085,0.0614754098360655,0.0,0.0747422899756385
Le Marquis De La Guintre,https://www.booking.com/hotel/fr/le-marquis-de-la-guintre.fr.html,8.7,,48.6248647057706,-1.44534185528755,1,Mont Saint Michel,48.6359541,-1.51146,23.14125,91.375,0.9375,0.16275146009085,0.0614754098360655,0.0,0.0747422899756385
Domaine du Haut-Koenigsbourg,https://www.booking.com/hotel/fr/les-chambres-du-haut-koenigsbourg.fr.html,8.3,,,,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Au pied du Château,https://www.booking.com/hotel/fr/au-pied-du-chateau-orschwiller.fr.html,9.1,,48.2484025,7.3548257,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
La forêt Enchantée - Cozy Immo,https://www.booking.com/hotel/fr/la-foret-enchantee-cozy-immo.fr.html,9.3,,48.2484025,7.3548257,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
La Fermette vosgienne de la Goutte,https://www.booking.com/hotel/fr/fermette-vosgienne-de-la-goutte.fr.html,9.7,,48.362205747506,7.237262975769,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Maison Kieffer - Hotel & Vins d'Alsace,https://www.booking.com/hotel/fr/restaurant-kieffer.fr.html,9.5,,48.3638867496874,7.43345888582758,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Chalet Les Prés,https://www.booking.com/hotel/fr/chalet-les-pres.fr.html,9.5,,48.306686062731,7.341078217061,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gîte de Juliana 6 personnes Baldenheim,https://www.booking.com/hotel/fr/gite-de-juliana-6-personnes-baldenheim.fr.html,8.9,,48.2374529,7.5398297,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gîtes Strengbach,https://www.booking.com/hotel/fr/strenbach.fr.html,9.7,,48.19419228798212,7.31830349325412,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Les Ailes de Morphée,https://www.booking.com/hotel/fr/les-ailes-de-morphee.fr.html,9.0,,48.3429476,7.303825,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Appartement plain-pied au coeur de l'Alsace,https://www.booking.com/hotel/fr/appartement-plain-pied-au-coeur-de-l-alsace.fr.html,9.3,,48.2645536,7.5333957,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Hotel Elisabeth,https://www.booking.com/hotel/fr/elisabeth.fr.html,8.4,,48.28412545401512,7.302055209875107,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gîte 2 - Aux Deux Hameaux,https://www.booking.com/hotel/fr/gites-aux-deux-hameaux-2.fr.html,9.2,,48.33605194091797,7.357649803161621,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gite Bellevue,https://www.booking.com/hotel/fr/gite-bellevue.fr.html,9.2,,48.3629937,7.292412499999955,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Chez Yolande,https://www.booking.com/hotel/fr/haemmerle.fr.html,9.4,,48.35651166497067,7.421663313193108,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Duplex au cœur de l’Alsace,https://www.booking.com/hotel/fr/duplex-au-coeur-de-l-alsace.fr.html,9.3,,48.2645536,7.5333957,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
La Cour de Mamama Appartement 4 Climatisé,https://www.booking.com/hotel/fr/la-cour-de-mamama-appartement.fr.html,9.6,,48.18139584164154,7.509469621039329,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Hôtel De La Couronne,https://www.booking.com/hotel/fr/de-la-couronne.fr.html,8.7,,48.166433549972986,7.297828048467636,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gite-Annie,https://www.booking.com/hotel/fr/gite-annie.fr.html,8.9,,48.1819343,7.31386029999999,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Spacieux duplex 1 à 6 personnes,https://www.booking.com/hotel/fr/spacieux-duplex-1-a-6-personnes.fr.html,9.9,,48.30435,7.502731,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
P'tit Biscuit,https://www.booking.com/hotel/fr/p-39-tit-biscuit.fr.html,9.6,,48.1666001,7.2976769,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Le duplex du Ried à Muttersholtz en Alsace proche Europa Park,https://www.booking.com/hotel/fr/le-duplex-du-ried-a-proximite-d-europapark.fr.html,9.4,,48.2653965,7.5321072,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Chambres d'hôtes Ruhlmann,https://www.booking.com/hotel/fr/chambres-d-ha-tesl-ruhlmann.fr.html,8.6,,48.3246529638004,7.426789999008179,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Gite HEINRICH,https://www.booking.com/hotel/fr/gite-heinrich.fr.html,9.2,,48.303463,7.502023,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
"Gîtes de la Maison Vigneronne, au Coeur de Ribeauvillé",https://www.booking.com/hotel/fr/gites-de-la-maison-vigneronne.fr.html,9.7,,48.19374739215106,7.320177255294766,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Bien être et détente chez côté campagne et jardin,https://www.booking.com/hotel/fr/bien-etre-et-detente-chez-cote-campagne-et-jardin-ohnenheim.fr.html,9.6,,48.1862494,7.506879,10,Chateau du Haut Koenigsbourg,48.249382,7.3439412,23.36875,69.75,0.52375,0.1863724853990913,0.4159836065573771,0.4534246575342465,0.351926916496905
Colmar Hotel,https://www.booking.com/hotel/fr/colmar.fr.html,9.1,,48.07080073724868,7.346389726389361,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Résidence Pierre & Vacances La Petite Venise,https://www.booking.com/hotel/fr/la-petite-venise.fr.html,8.6,,48.070939860424986,7.3538655640004436,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Appartements centre ville Colmar 4 familles,https://www.booking.com/hotel/fr/appartement-centre-ville-colmar-2-colmar.fr.html,9.6,,48.0761344,7.36387949999994,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Hôtel Maison Turenne,https://www.booking.com/hotel/fr/turenne-colmar.fr.html,8.7,,48.07192026320514,7.360539436340332,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Cozy place in Colmar,https://www.booking.com/hotel/fr/cozy-place-in-colmar.fr.html,9.7,,48.0772482,7.3375627,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Novotel Suites Colmar Centre,https://www.booking.com/hotel/fr/novotel-suites-colmar-centre.fr.html,8.9,,48.07161741558895,7.3599910552253505,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Appartement centre Colmar tout confort,https://www.booking.com/hotel/fr/appartement-centre-colmar-tout-confort.fr.html,9.2,,48.0783461,7.352653,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
ibis Colmar Centre,https://www.booking.com/hotel/fr/ibis-colmar-centre.fr.html,8.3,,48.079198,7.363507,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
les magnolias,https://www.booking.com/hotel/fr/les-magnolias-colmar.fr.html,8.9,,48.086071,7.367808,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
À la petite Venise hyper centre Colmar,https://www.booking.com/hotel/fr/a-la-petite-venise-hyper-centre-colmar.fr.html,8.7,,48.0739967,7.3593907,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
ibis Budget Colmar Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-colmar-centre-ville.fr.html,7.2,,48.0796975892052,7.352361588954864,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Cit'Hotel Primo Colmar Centre,https://www.booking.com/hotel/fr/primo-colmar.fr.html,7.0,,48.081514688242486,7.357281222939491,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Les Remparts - Parking,https://www.booking.com/hotel/fr/gite-rue-de-l-est.fr.html,8.9,,48.0776012,7.3645817,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Appartement Duplex 2a Rue d'Alspach,https://www.booking.com/hotel/fr/appartement-duplex-2a-rue-d-39-alspach.fr.html,8.8,,48.0780477,7.3613802,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Le rohan sawadee,https://www.booking.com/hotel/fr/le-rohan-sawadee.fr.html,9.4,,48.077559891985,7.354814738135,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
B&B HOTEL Colmar Lumière,https://www.booking.com/hotel/fr/roi-soleil.fr.html,7.9,,48.1124779999594,7.3676687479019165,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Au Coeur de Colmar,https://www.booking.com/hotel/fr/au-coeur-de-colmar-colmar.fr.html,9.5,,48.083072,7.3567299,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
COLMAR Appartement 6 personnes parking privé JAB'S HOME 2,https://www.booking.com/hotel/fr/colmar-appartement-6-personnes-parking-prive-jabs-home-2.fr.html,9.3,,48.0845696,7.3557886,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Coco Room Colmar,https://www.booking.com/hotel/fr/coco-room-colmar.fr.html,9.5,,48.0669237,7.3662442,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Appartement cosy à 5mn du Parc des Expositions,https://www.booking.com/hotel/fr/appartement-cosy-a-5mn-du-parc-des-expositions.fr.html,9.4,,48.0905975,7.3594033,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Appartement climatisé avec jardin,https://www.booking.com/hotel/fr/appartement-avec-jardin-a-colmar.fr.html,9.0,,48.08500326569,7.339460030689,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
"Hotel L'Europe Colmar, BW Signature Collection",https://www.booking.com/hotel/fr/l-europe.fr.html,8.6,,48.0772062173984,7.403871864080429,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Seppala charmant appartement,https://www.booking.com/hotel/fr/seppala-charmant-appartement.fr.html,8.7,,48.0772883,7.3621985,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Bonjour Colmar,https://www.booking.com/hotel/fr/bonjour-colmar.fr.html,8.6,,48.078802328047,7.357083657043,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Le charme d'Alsace,https://www.booking.com/hotel/fr/le-charme-d-alsace.fr.html,8.9,,48.0836082189982,7.34945535869142,11,Colmar,48.0777517,7.3579641,25.84,64.5,0.5337500000000001,0.4429591174561973,0.5020491803278688,0.4424657534246574,0.4624913504029078
Hotel SPA Restaurant Husseren Collections - Proche Colmar - Eguisheim,https://www.booking.com/hotel/fr/husseren-les-chateaux.fr.html,8.9,,48.0349876742797,7.27613836526871,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Résidence Pierre & Vacances Le Clos d'Eguisheim,https://www.booking.com/hotel/fr/residence-pierre-et-vacances-le-clos-d-eguisheim.fr.html,8.1,,48.04502733567647,7.311854660511017,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Les chambres du domaine,https://www.booking.com/hotel/fr/les-chambres-du-domaine.fr.html,9.5,,48.0429629,7.3072157,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
notre maison à Eguisheim,https://www.booking.com/hotel/fr/notre-maison-a-eguisheim.fr.html,8.9,,48.041599,7.306161,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Hotel Colmar Vignes Eguisheim,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html,9.2,,48.04327132624498,7.3041218519210815,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
"The Originals Boutique, Hôtel La Ferme du Pape, Eguisheim",https://www.booking.com/hotel/fr/hostellerie-du-pape.fr.html,8.1,,48.04228862011209,7.309451401233673,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Gite Le Petit Malsbach Eguisheim 3 étoiles,https://www.booking.com/hotel/fr/gite-le-petit-malsbach-eguisheim.fr.html,9.4,,48.042240543927,7.312705098669,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Auberge des Trois Châteaux,https://www.booking.com/hotel/fr/auberge-des-trois-chac-teaux.fr.html,8.7,,48.04303910084867,7.305807620286941,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
L'Ecrin du Rempart,https://www.booking.com/hotel/fr/ecrin-du-rempart.fr.html,9.6,,48.0417498,7.3054735,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Auberge du Rempart,https://www.booking.com/hotel/fr/auberge-du-rempart.fr.html,8.9,,48.0421578072359,7.30737026134227,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Gite St Léon à Eguisheim,https://www.booking.com/hotel/fr/gite-st-leon.fr.html,9.0,,48.0428645,7.3061238,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Hôtel L'Auberge Alsacienne,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html,8.7,,48.042238408346414,7.309167757630348,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Résidence Vénus,https://www.booking.com/hotel/fr/ra-c-sidence-va-c-nus.fr.html,9.2,,48.04363893959684,7.306063771247864,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
La petite tuilerie d Eguisheim,https://www.booking.com/hotel/fr/les-tuileries-eguisheim.fr.html,9.3,,48.045572253172,7.31132003373,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
"Gîte ""Smart'In""",https://www.booking.com/hotel/fr/gite-quot-smart-39-in-quot.fr.html,9.5,,48.0423196834042,7.30585561660234,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Fleur de Vigne,https://www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.fr.html,9.9,,48.0461134,7.3051632,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
"James Vignoble Hôtel, Eguisheim",https://www.booking.com/hotel/fr/james-vignoble-eguisheim.fr.html,8.9,,48.04496277423659,7.30157844722271,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
L'Hostellerie du Château,https://www.booking.com/hotel/fr/hostellerie-du-chateau-eguisheim.fr.html,9.0,,48.04242042576413,7.306319251656532,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
Gite à Eguisheim proche de Colmar et Kaysergberg.,https://www.booking.com/hotel/fr/gite-a-eguisheim-proche-de-colmar-et-kaysergberg.fr.html,8.9,,48.0420202,7.3041974,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
BREDALA**** Gîte maison Alsacienne avec Jardin,https://www.booking.com/hotel/fr/bredala-gite-maison-alsacienne-avec-jardin-eguisheim.fr.html,9.1,,48.04184041677,7.304858935582,12,Eguisheim,48.0447968,7.3079618,25.42375,64.375,0.5387500000000001,0.3997404282933159,0.5040983606557377,0.4369863013698629,0.4469416967729722
